951 1733950323 4858,600000 -1,000000 -101,000000 0,000000 0,000000
951 1733950324 4858,600000 -1,000000 -101,000000 0,000000 0,000000
951 1733950325 4858,600000 -1,000000 -101,000000 0,000000 0,000000
951 1733950326 4858,600000 -1,000000 -101,000000 0,000000 0,000000
951 1733950332 10767,600000 -1,000000 -101,000000 0,000000 0,000000
951 1733950333 10767,600000 -1,000000 -101,000000 0,000000 0,000000
951 1733950334 10767,600000 -1,000000 -101,000000 0,000000 0,000000
951 1733950335 10767,600000 -1,000000 -101,000000 0,000000 0,000000
951 1733950336 10767,600000 -1,000000 -101,000000 0,000000 0,000000
951 1733950337 10478,800000 -1,000000 -101,000000 0,000000 0,000000
951 1733950338 10478,800000 -1,000000 -101,000000 0,000000 0,000000
951 1733950339 10478,800000 -1,000000 -101,000000 0,000000 0,000000
951 1733950340 10478,800000 -1,000000 -101,000000 0,000000 0,000000
951 1733950341 10478,800000 -1,000000 -101,000000 0,000000 0,000000
951 1733950342 14337,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950343 14337,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950344 14337,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950345 14337,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950346 14337,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950347 11170,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950348 11170,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950349 11170,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950350 11170,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950351 11170,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950352 6540,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950353 6540,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950354 6540,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950355 6540,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950356 6540,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950357 39555,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950358 39555,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950359 39555,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950360 39555,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950361 39555,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950362 5206,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950363 5206,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950364 5206,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950365 5206,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950366 5206,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950367 18685,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950368 18685,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950369 18685,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950370 18685,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950371 18685,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950372 15697,400000 -1,000000 -101,000000 0,000000 0,000000
951 1733950373 15697,400000 -1,000000 -101,000000 0,000000 0,000000
951 1733950374 15697,400000 -1,000000 -101,000000 0,000000 0,000000
951 1733950375 15697,400000 -1,000000 -101,000000 0,000000 0,000000
951 1733950376 15697,400000 -1,000000 -101,000000 0,000000 0,000000
951 1733950377 8883,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950378 8883,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950379 8883,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950380 8883,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950381 8883,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950382 589,400000 -1,000000 -101,000000 0,000000 0,000000
951 1733950383 589,400000 -1,000000 -101,000000 0,000000 0,000000
951 1733950384 589,400000 -1,000000 -101,000000 0,000000 0,000000
951 1733950385 589,400000 -1,000000 -101,000000 0,000000 0,000000
951 1733950386 589,400000 -1,000000 -101,000000 0,000000 0,000000
951 1733950387 805,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950388 805,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950389 805,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950390 805,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950391 805,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950392 754,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950393 754,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950394 754,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950395 754,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950396 754,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950397 1512,600000 -1,000000 -101,000000 0,000000 0,000000
951 1733950398 1512,600000 -1,000000 -101,000000 0,000000 0,000000
951 1733950399 1512,600000 -1,000000 -101,000000 0,000000 0,000000
951 1733950400 1512,600000 -1,000000 -101,000000 0,000000 0,000000
951 1733950401 1512,600000 -1,000000 -101,000000 0,000000 0,000000
951 1733950402 16899,800000 -1,000000 -101,000000 0,000000 0,000000
951 1733950403 16899,800000 -1,000000 -101,000000 0,000000 0,000000
951 1733950404 16899,800000 -1,000000 -101,000000 0,000000 0,000000
951 1733950405 16899,800000 -1,000000 -101,000000 0,000000 0,000000
951 1733950406 16899,800000 -1,000000 -101,000000 0,000000 0,000000
951 1733950407 9728,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950408 9728,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950409 9728,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950410 9728,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950411 9728,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950412 2551,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950413 2551,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950414 2551,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950415 2551,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950416 2551,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950417 43848,400000 -1,000000 -101,000000 0,000000 0,000000
951 1733950418 43848,400000 -1,000000 -101,000000 0,000000 0,000000
951 1733950419 43848,400000 -1,000000 -101,000000 0,000000 0,000000
951 1733950420 43848,400000 -1,000000 -101,000000 0,000000 0,000000
951 1733950421 43848,400000 -1,000000 -101,000000 0,000000 0,000000
951 1733950422 23957,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950423 23957,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950424 23957,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950425 23957,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950426 23957,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950427 13194,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950428 13194,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950429 13194,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950430 13194,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950431 13194,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950432 10842,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950433 10842,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950434 10842,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950435 10842,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950436 10842,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950437 3887,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950438 3887,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950439 3887,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950440 3887,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950441 3887,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950442 9563,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950443 9563,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950444 9563,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950445 9563,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950446 9563,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950447 9779,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950448 9779,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950449 9779,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950450 9779,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950451 9779,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950452 15896,600000 -1,000000 -101,000000 0,000000 0,000000
951 1733950453 15896,600000 -1,000000 -101,000000 0,000000 0,000000
951 1733950454 15896,600000 -1,000000 -101,000000 0,000000 0,000000
951 1733950455 15896,600000 -1,000000 -101,000000 0,000000 0,000000
951 1733950456 15896,600000 -1,000000 -101,000000 0,000000 0,000000
951 1733950457 2835,800000 -1,000000 -101,000000 0,000000 0,000000
951 1733950458 2835,800000 -1,000000 -101,000000 0,000000 0,000000
951 1733950459 2835,800000 -1,000000 -101,000000 0,000000 0,000000
951 1733950460 2835,800000 -1,000000 -101,000000 0,000000 0,000000
951 1733950461 2835,800000 -1,000000 -101,000000 0,000000 0,000000
951 1733950462 3957,600000 -1,000000 -101,000000 0,000000 0,000000
951 1733950463 3957,600000 -1,000000 -101,000000 0,000000 0,000000
951 1733950464 3957,600000 -1,000000 -101,000000 0,000000 0,000000
951 1733950465 3957,600000 -1,000000 -101,000000 0,000000 0,000000
951 1733950466 3957,600000 -1,000000 -101,000000 0,000000 0,000000
951 1733950467 2522,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950468 2522,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950469 2522,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950470 2522,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950471 2522,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950472 805,800000 -1,000000 -101,000000 0,000000 0,000000
951 1733950473 805,800000 -1,000000 -101,000000 0,000000 0,000000
951 1733950474 805,800000 -1,000000 -101,000000 0,000000 0,000000
951 1733950475 805,800000 -1,000000 -101,000000 0,000000 0,000000
951 1733950476 805,800000 -1,000000 -101,000000 0,000000 0,000000
951 1733950477 33799,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950478 33799,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950479 33799,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950480 33799,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950481 33799,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950482 12278,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950483 12278,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950484 12278,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950485 12278,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950486 12278,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950487 14910,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950488 14910,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950489 14910,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950490 14910,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950491 14910,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950492 5672,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950493 5672,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950494 5672,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950495 5672,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950496 5672,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950497 19123,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950498 19123,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950499 19123,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950500 19123,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950501 19123,000000 -1,000000 -101,000000 0,000000 0,000000
951 1733950502 19934,400000 -1,000000 -101,000000 0,000000 0,000000
951 1733950503 19934,400000 -1,000000 -101,000000 0,000000 0,000000
951 1733950504 19934,400000 -1,000000 -101,000000 0,000000 0,000000
951 1733950505 19934,400000 -1,000000 -101,000000 0,000000 0,000000
951 1733950506 19934,400000 -1,000000 -101,000000 0,000000 0,000000
951 1733950507 2655,400000 -1,000000 -101,000000 0,000000 0,000000
951 1733950508 2655,400000 -1,000000 -101,000000 0,000000 0,000000
951 1733950509 2655,400000 -1,000000 -101,000000 0,000000 0,000000
951 1733950510 2655,400000 -1,000000 -101,000000 0,000000 0,000000
951 1733950511 2655,400000 -1,000000 -101,000000 0,000000 0,000000
951 1733950512 14000,600000 -1,000000 -101,000000 0,000000 0,000000
951 1733950513 14000,600000 -1,000000 -101,000000 0,000000 0,000000
951 1733950514 14000,600000 -1,000000 -101,000000 0,000000 0,000000
951 1733950515 14000,600000 -1,000000 -101,000000 0,000000 0,000000
951 1733950516 14000,600000 -1,000000 -101,000000 0,000000 0,000000
951 1733950517 8437,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950518 8437,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950519 8437,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950520 8437,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950521 8437,200000 -1,000000 -101,000000 0,000000 0,000000
951 1733950522 11340,400000 -1,000000 -101,000000 0,000000 0,000000
951 1733950523 11340,400000 -1,000000 -101,000000 0,000000 0,000000
951 1733950524 11340,400000 -1,000000 -101,000000 0,000000 0,000000
951 1733950525 11340,400000 -1,000000 -101,000000 0,000000 0,000000
951 1733950526 11340,400000 -1,000000 -101,000000 0,000000 0,000000
